fraud_case_id,fraud_type_id,detection_date,detection_timestamp,detection_method,ml_confidence_score,subscriber_key,msisdn,suspected_amount,actual_loss,prevented_loss,status,resolution_type,resolution_date,investigating_team,city,risk_score,is_repeat_offender
1441,8,2025-07-09,2025-07-09 02:43:00,Customer Report,,5805,447100697964,46009.17,0.0,46009.17,Confirmed,Law Enforcement,,Fraud Ops,Belfast,68,False
1442,11,2026-02-06,2026-02-06 22:58:00,ML Model,0.79,1664,447184761083,3990.04,0.0,3990.04,Resolved,Account Blocked,2026-02-07,Security,Manchester,81,False
1443,8,2025-04-04,2025-04-04 18:16:00,Customer Report,,14423,447780447925,45372.03,0.0,45372.03,Confirmed,Write-off,,Security,London,88,False
1444,12,2025-09-10,2025-09-10 14:38:00,Partner Alert,,18047,447153168984,244.79,0.0,244.79,Confirmed,Refund Issued,,Security,Newcastle,97,False
1445,7,2025-04-29,2025-04-29 06:19:00,ML Model,0.98,25326,447874562690,1349.53,599.09,544.21,False Positive,,,Fraud Ops,Leeds,97,True
1446,3,2025-03-06,2025-03-06 09:04:00,Rule Engine,,2360,447682785263,46915.54,25955.61,19217.49,False Positive,,,Security,Belfast,99,False
1447,12,2025-12-01,2025-12-01 07:58:00,Rule Engine,,12249,447836613394,706.78,0.0,706.78,Resolved,Refund Issued,2025-12-19,Security,Birmingham,62,False
1448,1,2025-01-31,2025-01-31 12:36:00,Customer Report,,14041,447985029339,2097.03,0.0,2097.03,Resolved,No Action,2025-02-01,Fraud Ops,Manchester,94,False
1449,4,2025-05-15,2025-05-15 22:43:00,Rule Engine,,4107,447869503997,135.97,0.0,135.97,Resolved,Refund Issued,2025-05-31,Revenue Assurance,Belfast,72,False
1450,3,2025-10-25,2025-10-25 14:24:00,Manual Review,,24864,447268765947,35095.02,10888.43,11152.82,Escalated,,,Security,Liverpool,60,False
1451,7,2025-01-06,2025-01-06 05:18:00,Rule Engine,,3466,447593253917,192.11,82.14,90.23,Investigating,,,Security,Birmingham,97,True
1452,2,2025-10-21,2025-10-21 02:00:00,Partner Alert,,24158,447945523282,3542.04,1607.58,1618.02,Investigating,,,Fraud Ops,Cardiff,62,False
1453,11,2025-12-13,2025-12-13 17:35:00,Partner Alert,,29935,447544533991,327.33,0.0,327.33,Confirmed,Write-off,,Security,Leeds,60,False
1454,11,2025-02-15,2025-02-15 00:18:00,Customer Report,,29373,447828360188,1981.73,0.0,1981.73,Confirmed,Refund Issued,,Security,Leicester,89,False
1455,11,2025-10-16,2025-10-16 02:10:00,Rule Engine,,19446,447891290436,2826.77,2059.6,1295.26,Escalated,,,External Partner,Glasgow,70,False
1456,2,2025-05-04,2025-05-04 14:23:00,ML Model,0.89,11591,447659055230,2153.49,0.0,2153.49,Resolved,Refund Issued,2025-05-30,Revenue Assurance,Manchester,76,False
1457,5,2025-01-13,2025-01-13 05:14:00,Manual Review,,23387,447907383345,34897.7,12467.8,15367.06,Investigating,,,Fraud Ops,Birmingham,72,False
1458,12,2025-02-20,2025-02-20 16:50:00,ML Model,0.96,4080,447660765929,1311.72,0.0,1311.72,Resolved,Write-off,2025-02-26,External Partner,Newcastle,60,False
1459,6,2025-08-11,2025-08-11 17:05:00,Rule Engine,,23932,447731941362,257.51,146.21,77.17,Investigating,,,Security,Cardiff,89,False
1460,5,2025-12-27,2025-12-27 10:58:00,ML Model,0.67,7745,447614054123,34691.23,0.0,34691.23,Confirmed,No Action,,Revenue Assurance,Manchester,95,False
1461,6,2025-03-21,2025-03-21 10:56:00,Rule Engine,,10191,447157359761,1041.61,0.0,1041.61,Resolved,Refund Issued,2025-04-16,Fraud Ops,Edinburgh,68,False
1462,9,2025-03-25,2025-03-25 07:08:00,ML Model,0.75,21709,447266952965,52.38,19.05,25.04,Investigating,,,Fraud Ops,Glasgow,65,False
1463,5,2025-05-23,2025-05-23 03:04:00,Rule Engine,,13811,447486441343,32914.27,0.0,32914.27,Resolved,Write-off,2025-06-20,Revenue Assurance,Newcastle,60,False
1464,9,2026-01-12,2026-01-12 22:44:00,ML Model,0.67,4892,447335168266,75.44,0.0,75.44,Detected,,,Revenue Assurance,Birmingham,88,False
1465,10,2025-03-07,2025-03-07 04:32:00,Rule Engine,,3066,447548747515,1406.13,558.21,660.25,Investigating,,,Security,Leicester,63,False
1466,4,2025-01-02,2025-01-02 14:29:00,ML Model,0.92,11661,447527224321,1380.25,573.36,618.98,False Positive,,,Fraud Ops,Cardiff,94,False
1467,9,2025-12-17,2025-12-17 21:47:00,Rule Engine,,2426,447604311256,94.69,48.09,44.03,Investigating,,,Security,Bristol,98,True
1468,11,2025-10-26,2025-10-26 23:34:00,ML Model,0.73,26909,447396251494,3770.46,0.0,3770.46,Resolved,Account Blocked,2025-11-21,Fraud Ops,Cardiff,84,False
1469,2,2025-02-11,2025-02-11 17:56:00,ML Model,0.82,12078,447548484824,4027.15,2217.12,1248.69,Investigating,,,External Partner,Sheffield,62,False
1470,8,2025-03-20,2025-03-20 09:37:00,Rule Engine,,9403,447936233267,4663.58,0.0,4663.58,Resolved,Customer Warned,2025-04-01,Security,Glasgow,62,False
1471,4,2025-04-11,2025-04-11 00:19:00,ML Model,0.79,21209,447749096700,1385.47,0.0,1385.47,Resolved,Refund Issued,2025-05-04,External Partner,Birmingham,89,False
1472,10,2025-07-17,2025-07-17 13:42:00,ML Model,0.75,4504,447989862087,312.64,116.75,82.83,False Positive,,,Security,Belfast,95,False
1473,2,2025-03-19,2025-03-19 01:34:00,Manual Review,,24083,447629346462,596.92,0.0,596.92,Resolved,No Action,2025-04-09,Fraud Ops,Newcastle,99,False
1474,1,2025-05-03,2025-05-03 12:16:00,Customer Report,,7229,447315836278,3649.34,2295.46,1354.88,False Positive,,,Security,Nottingham,75,False
1475,8,2025-05-25,2025-05-25 07:15:00,ML Model,0.77,8544,447317225359,47388.12,15581.29,17035.49,Escalated,,,Fraud Ops,Nottingham,75,True
1476,8,2025-07-07,2025-07-07 23:17:00,Rule Engine,,12118,447601334868,42492.8,0.0,42492.8,Resolved,Customer Warned,2025-07-08,External Partner,Leicester,96,False
1477,5,2026-02-12,2026-02-12 23:49:00,Real-time Monitor,,29540,447782607567,22949.8,0.0,22949.8,Resolved,Write-off,2026-03-10,Security,Leeds,83,False
1478,4,2025-10-16,2025-10-16 16:24:00,Rule Engine,,26441,447168270802,970.77,743.22,367.33,False Positive,,,External Partner,Leeds,77,True
1479,2,2025-05-27,2025-05-27 19:58:00,ML Model,0.94,10039,447645509776,1912.7,0.0,1912.7,Resolved,Account Blocked,2025-06-15,Fraud Ops,Southampton,81,False
1480,4,2025-03-15,2025-03-15 05:07:00,Rule Engine,,27966,447357192447,680.04,339.03,308.24,False Positive,,,Fraud Ops,Sheffield,77,True
1481,3,2026-01-03,2026-01-03 21:16:00,ML Model,0.69,21321,447684611331,29630.82,20943.62,6394.09,Investigating,,,Revenue Assurance,Leeds,70,False
1482,10,2025-06-04,2025-06-04 21:49:00,ML Model,0.93,15005,447342671534,1564.67,823.65,506.63,False Positive,,,Fraud Ops,Leicester,61,True
1483,7,2026-01-10,2026-01-10 03:05:00,Partner Alert,,12071,447883712842,287.86,218.74,69.84,False Positive,,,External Partner,Manchester,95,False
1484,2,2025-07-05,2025-07-05 16:51:00,ML Model,0.95,15095,447378916882,4096.66,0.0,4096.66,Resolved,Write-off,2025-08-03,Security,Southampton,91,True
1485,5,2025-11-26,2025-11-26 13:50:00,Real-time Monitor,,11189,447896686228,48261.23,30807.69,19664.05,False Positive,,,Revenue Assurance,Leeds,88,False
1486,1,2025-08-09,2025-08-09 08:58:00,ML Model,0.65,2030,447793320994,2061.49,0.0,2061.49,Confirmed,Refund Issued,,Fraud Ops,Leicester,100,False
1487,10,2026-02-21,2026-02-21 10:41:00,Real-time Monitor,,17012,447806828453,906.69,0.0,906.69,Resolved,Account Blocked,2026-03-23,Fraud Ops,London,61,False
1488,5,2025-12-16,2025-12-16 03:27:00,ML Model,0.76,868,447748771258,9319.98,5883.55,4507.23,Investigating,,,Security,Leeds,96,False
1489,1,2025-04-22,2025-04-22 01:12:00,ML Model,0.99,3986,447312725013,3839.01,0.0,3839.01,Resolved,Write-off,2025-05-15,External Partner,Cardiff,82,False
1490,2,2026-02-02,2026-02-02 15:50:00,ML Model,0.87,8066,447469334329,2014.75,1184.28,784.44,False Positive,,,Revenue Assurance,Newcastle,83,False
1491,3,2025-12-04,2025-12-04 07:44:00,ML Model,0.7,20184,447304122731,34302.83,22180.64,15244.33,False Positive,,,Revenue Assurance,London,78,False
1492,5,2025-12-22,2025-12-22 04:14:00,Rule Engine,,13869,447558296079,41501.12,0.0,41501.12,Resolved,Refund Issued,2026-01-17,Fraud Ops,Edinburgh,82,False
1493,5,2025-02-16,2025-02-16 12:38:00,Rule Engine,,16314,447946014274,45416.2,0.0,45416.2,Resolved,Customer Warned,2025-02-18,Fraud Ops,Nottingham,92,False
1494,10,2025-04-13,2025-04-13 04:25:00,Rule Engine,,3270,447480341647,793.21,0.0,793.21,Detected,,,Revenue Assurance,Leicester,95,False
1495,7,2025-04-04,2025-04-04 22:48:00,Rule Engine,,8590,447673520256,1426.87,994.35,555.17,Escalated,,,Security,Nottingham,85,False
1496,3,2026-01-21,2026-01-21 04:09:00,Real-time Monitor,,5289,447864580285,13501.45,10559.3,6678.43,Investigating,,,Fraud Ops,Belfast,66,False
1497,3,2025-03-20,2025-03-20 21:43:00,Manual Review,,20688,447297710689,17632.25,10280.25,7321.02,Escalated,,,Revenue Assurance,Newcastle,82,False
1498,4,2026-02-25,2026-02-25 20:50:00,ML Model,0.78,23661,447614095185,1782.43,578.67,564.82,Escalated,,,Revenue Assurance,Manchester,67,False
1499,3,2025-12-17,2025-12-17 07:54:00,ML Model,0.88,18314,447427373659,39752.65,0.0,39752.65,Confirmed,Refund Issued,,Fraud Ops,Belfast,95,False
1500,1,2025-12-04,2025-12-04 16:50:00,Customer Report,,9399,447812932571,451.51,0.0,451.51,Resolved,Refund Issued,2025-12-17,External Partner,Leeds,96,False
1501,5,2025-07-07,2025-07-07 01:23:00,Partner Alert,,10435,447369967751,19612.76,0.0,19612.76,Confirmed,Law Enforcement,,Fraud Ops,Nottingham,71,False
1502,7,2025-07-08,2025-07-08 10:27:00,ML Model,0.68,8901,447118153736,218.63,149.37,87.88,Escalated,,,Fraud Ops,Cardiff,84,False
1503,2,2025-06-14,2025-06-14 00:51:00,Rule Engine,,4493,447119499324,2309.21,0.0,2309.21,Resolved,Refund Issued,2025-06-16,Security,Birmingham,87,False
1504,8,2025-02-06,2025-02-06 02:09:00,Customer Report,,10076,447178696260,31326.09,0.0,31326.09,Resolved,Account Blocked,2025-02-11,Revenue Assurance,Cardiff,75,False
1505,4,2025-11-14,2025-11-14 18:33:00,Rule Engine,,15551,447331519615,836.89,0.0,836.89,Resolved,Write-off,2025-11-29,Fraud Ops,Birmingham,87,False
1506,5,2025-02-10,2025-02-10 14:21:00,ML Model,0.8,22789,447719308110,39995.55,19785.87,17173.78,Escalated,,,External Partner,Belfast,94,False
1507,2,2025-11-23,2025-11-23 09:12:00,Customer Report,,3778,447747056050,4686.25,3514.94,1918.95,False Positive,,,Fraud Ops,Belfast,84,False
1508,2,2025-09-20,2025-09-20 01:10:00,ML Model,0.69,3967,447729313117,3393.36,0.0,3393.36,Resolved,Write-off,2025-10-01,Fraud Ops,Liverpool,61,False
1509,5,2025-07-13,2025-07-13 09:30:00,Rule Engine,,226,447863394412,13978.23,0.0,13978.23,Confirmed,Write-off,,Fraud Ops,London,68,False
1510,6,2025-07-22,2025-07-22 18:28:00,Rule Engine,,19435,447583332987,647.03,0.0,647.03,Resolved,Customer Warned,2025-08-07,Security,Leicester,65,False
1511,2,2025-06-27,2025-06-27 10:44:00,ML Model,0.76,7229,447604937587,2190.49,682.4,598.62,Escalated,,,Revenue Assurance,London,97,False
1512,12,2025-10-17,2025-10-17 18:41:00,Rule Engine,,11735,447247481857,881.92,299.45,409.93,Investigating,,,External Partner,Leeds,80,False
1513,8,2025-10-31,2025-10-31 03:10:00,Rule Engine,,17335,447272982251,23564.61,0.0,23564.61,Detected,,,External Partner,Bristol,73,False
1514,2,2025-02-10,2025-02-10 18:48:00,Partner Alert,,10991,447756833711,4281.29,0.0,4281.29,Resolved,No Action,2025-03-02,External Partner,Liverpool,78,False
1515,4,2025-06-02,2025-06-02 02:50:00,ML Model,0.89,29383,447427869771,1946.13,0.0,1946.13,Resolved,Law Enforcement,2025-06-26,Fraud Ops,Bristol,96,False
1516,6,2026-01-21,2026-01-21 09:14:00,Real-time Monitor,,18839,447389522881,1234.55,529.92,461.1,False Positive,,,External Partner,Glasgow,61,False
1517,8,2025-12-03,2025-12-03 23:30:00,ML Model,0.85,23710,447334640805,35130.61,19330.69,8378.34,Investigating,,,Security,Manchester,75,False
1518,12,2026-01-25,2026-01-25 01:30:00,Customer Report,,10710,447423581317,1163.46,416.02,399.79,Investigating,,,Security,Leeds,78,False
1519,9,2025-07-09,2025-07-09 01:15:00,Partner Alert,,333,447146075055,706.52,0.0,706.52,Resolved,Refund Issued,2025-08-06,Security,Glasgow,96,False
1520,3,2025-02-02,2025-02-02 04:57:00,Partner Alert,,24160,447482006738,7844.89,0.0,7844.89,Resolved,No Action,2025-02-04,Fraud Ops,Birmingham,67,False
1521,10,2025-06-20,2025-06-20 18:21:00,Rule Engine,,20579,447827503909,1724.02,1030.02,443.24,False Positive,,,External Partner,London,95,False
1522,12,2025-02-10,2025-02-10 17:19:00,Customer Report,,6199,447378501683,1849.26,0.0,1849.26,Resolved,Account Blocked,2025-02-19,Security,Bristol,84,False
1523,1,2025-10-05,2025-10-05 06:53:00,ML Model,0.95,13350,447269190920,2798.58,0.0,2798.58,Detected,,,Revenue Assurance,London,75,False
1524,5,2025-04-04,2025-04-04 13:32:00,ML Model,0.75,24296,447844260313,13623.6,8605.25,5643.74,Investigating,,,External Partner,Nottingham,94,False
1525,1,2026-02-10,2026-02-10 12:48:00,ML Model,0.89,19090,447153819205,4517.87,1673.57,2069.67,False Positive,,,Revenue Assurance,Leicester,65,False
1526,12,2025-08-13,2025-08-13 09:13:00,ML Model,0.99,27574,447442026461,1784.07,0.0,1784.07,Detected,,,Fraud Ops,Birmingham,74,False
1527,9,2025-07-07,2025-07-07 12:21:00,Partner Alert,,5937,447581525620,1897.14,1147.3,538.98,Investigating,,,Security,Newcastle,70,False
1528,1,2025-03-20,2025-03-20 18:06:00,ML Model,0.76,7063,447319484826,3155.68,0.0,3155.68,Confirmed,Refund Issued,,Fraud Ops,Leeds,61,False
1529,2,2025-08-28,2025-08-28 14:23:00,Manual Review,,26732,447111495657,2260.77,0.0,2260.77,Resolved,Account Blocked,2025-09-19,External Partner,Southampton,87,True
1530,5,2025-11-09,2025-11-09 05:17:00,Customer Report,,21030,447497493972,17694.99,0.0,17694.99,Resolved,Refund Issued,2025-12-08,Revenue Assurance,London,65,False
1531,2,2025-04-29,2025-04-29 07:01:00,Rule Engine,,7104,447390826442,3700.11,0.0,3700.11,Resolved,Law Enforcement,2025-05-26,Revenue Assurance,London,68,False
1532,5,2026-02-14,2026-02-14 05:10:00,Rule Engine,,21690,447955845991,29285.62,0.0,29285.62,Resolved,Account Blocked,2026-02-17,Revenue Assurance,Glasgow,63,False
1533,1,2026-02-21,2026-02-21 17:29:00,Customer Report,,23910,447933425421,4405.5,0.0,4405.5,Confirmed,Law Enforcement,,Fraud Ops,Southampton,90,False
1534,8,2025-06-14,2025-06-14 19:59:00,Partner Alert,,28255,447296362399,41329.59,0.0,41329.59,Confirmed,No Action,,Security,London,84,False
1535,6,2025-10-02,2025-10-02 04:21:00,Rule Engine,,16574,447168815053,1751.17,0.0,1751.17,Confirmed,Write-off,,Revenue Assurance,Birmingham,80,False
1536,9,2025-10-27,2025-10-27 09:45:00,Partner Alert,,8347,447644530162,1574.79,0.0,1574.79,Confirmed,Customer Warned,,Revenue Assurance,Leeds,91,False
1537,2,2025-10-21,2025-10-21 02:03:00,ML Model,0.69,3907,447670066556,3870.16,0.0,3870.16,Detected,,,External Partner,Edinburgh,62,False
1538,3,2025-12-19,2025-12-19 02:29:00,ML Model,0.96,28019,447153132768,27863.55,0.0,27863.55,Resolved,Write-off,2026-01-08,External Partner,Glasgow,62,False
1539,11,2025-11-03,2025-11-03 05:38:00,Real-time Monitor,,10432,447889435015,840.15,511.34,343.06,Investigating,,,Fraud Ops,Sheffield,66,False
1540,1,2025-09-10,2025-09-10 05:10:00,Rule Engine,,704,447487316452,4732.2,0.0,4732.2,Resolved,Refund Issued,2025-09-18,Security,Birmingham,69,True
1541,2,2025-12-14,2025-12-14 06:58:00,Customer Report,,6400,447894609651,1670.46,0.0,1670.46,Resolved,No Action,2026-01-12,Fraud Ops,Newcastle,94,False
1542,2,2025-05-29,2025-05-29 15:32:00,ML Model,0.94,19636,447722889019,1542.7,0.0,1542.7,Confirmed,Account Blocked,,Security,London,77,False
1543,9,2025-01-06,2025-01-06 11:04:00,Rule Engine,,20057,447922581493,1727.35,0.0,1727.35,Resolved,Customer Warned,2025-01-31,Security,Leeds,88,False
1544,6,2025-04-04,2025-04-04 19:47:00,Real-time Monitor,,10373,447544652427,824.66,0.0,824.66,Resolved,Refund Issued,2025-04-10,Revenue Assurance,Glasgow,71,False
1545,5,2025-06-13,2025-06-13 12:22:00,Rule Engine,,17785,447189888254,39842.12,15012.73,12968.94,Investigating,,,Revenue Assurance,Nottingham,98,True
1546,7,2025-10-21,2025-10-21 13:13:00,Rule Engine,,1378,447262816584,1464.0,524.86,434.48,Investigating,,,Security,Liverpool,97,False
1547,4,2025-08-26,2025-08-26 09:42:00,ML Model,0.86,25033,447293150464,1353.33,0.0,1353.33,Resolved,Write-off,2025-09-09,Fraud Ops,Bristol,84,True
1548,8,2025-11-16,2025-11-16 03:14:00,ML Model,0.72,21454,447678005716,25961.42,0.0,25961.42,Resolved,No Action,2025-11-27,Fraud Ops,London,77,False
1549,10,2025-04-25,2025-04-25 03:53:00,Partner Alert,,5666,447939785263,1423.53,486.64,647.92,Investigating,,,Fraud Ops,Liverpool,78,False
1550,11,2025-02-27,2025-02-27 15:25:00,Rule Engine,,9764,447109058194,3585.02,0.0,3585.02,Resolved,Customer Warned,2025-03-17,Fraud Ops,Nottingham,97,True
1551,3,2025-10-12,2025-10-12 21:00:00,Partner Alert,,1396,447953208639,27093.07,0.0,27093.07,Confirmed,Law Enforcement,,External Partner,Birmingham,96,False
1552,11,2025-09-12,2025-09-12 23:24:00,ML Model,0.76,20900,447531350662,2267.0,0.0,2267.0,Resolved,Refund Issued,2025-10-09,Security,Southampton,85,False
1553,9,2025-03-02,2025-03-02 03:39:00,Customer Report,,4618,447867574023,1211.8,0.0,1211.8,Resolved,Refund Issued,2025-03-12,External Partner,Nottingham,69,False
1554,2,2025-01-09,2025-01-09 17:13:00,ML Model,0.86,26079,447221083610,1597.63,0.0,1597.63,Detected,,,Security,Newcastle,91,False
1555,11,2025-10-18,2025-10-18 19:28:00,Rule Engine,,5028,447986247548,3885.18,0.0,3885.18,Resolved,Account Blocked,2025-10-21,External Partner,Cardiff,99,False
1556,6,2025-10-22,2025-10-22 03:47:00,ML Model,0.89,18008,447121370039,1396.78,0.0,1396.78,Detected,,,Fraud Ops,Leeds,87,False
1557,1,2025-12-19,2025-12-19 05:34:00,ML Model,0.72,11032,447307652855,3751.12,0.0,3751.12,Resolved,Account Blocked,2025-12-20,External Partner,Leeds,66,True
1558,7,2025-06-17,2025-06-17 17:45:00,Manual Review,,63,447481476905,1628.75,0.0,1628.75,Confirmed,No Action,,Revenue Assurance,Leicester,86,False
1559,6,2025-12-04,2025-12-04 17:44:00,Rule Engine,,14163,447276108792,1567.79,0.0,1567.79,Resolved,Account Blocked,2025-12-06,External Partner,Nottingham,87,False
1560,10,2025-04-01,2025-04-01 06:13:00,ML Model,0.95,26692,447619317577,1695.48,1025.27,535.11,Escalated,,,External Partner,Leicester,65,False
1561,7,2025-11-20,2025-11-20 14:06:00,Partner Alert,,8121,447566061332,1928.78,1319.25,488.19,False Positive,,,Security,Nottingham,66,True
1562,1,2025-03-21,2025-03-21 03:43:00,ML Model,0.86,17714,447645570167,3352.74,0.0,3352.74,Resolved,Refund Issued,2025-04-19,Revenue Assurance,Liverpool,71,False
1563,6,2025-02-02,2025-02-02 00:25:00,Real-time Monitor,,29349,447617842580,1080.29,0.0,1080.29,Confirmed,Write-off,,External Partner,Bristol,66,False
1564,4,2025-11-19,2025-11-19 20:52:00,ML Model,0.87,8730,447365603228,1460.54,1120.48,521.11,False Positive,,,Fraud Ops,Cardiff,68,False
1565,4,2025-07-29,2025-07-29 18:54:00,Customer Report,,17474,447790686045,277.72,132.24,104.99,False Positive,,,Revenue Assurance,Edinburgh,79,False
1566,5,2026-01-12,2026-01-12 11:44:00,Partner Alert,,26935,447528695478,33940.07,12738.99,10767.04,Escalated,,,External Partner,Nottingham,70,False
1567,3,2025-02-18,2025-02-18 18:36:00,Customer Report,,29200,447274491262,7349.11,0.0,7349.11,Confirmed,Law Enforcement,,Security,Liverpool,74,False
1568,8,2025-11-18,2025-11-18 18:55:00,Manual Review,,19918,447124132145,32004.87,0.0,32004.87,Resolved,Write-off,2025-11-28,External Partner,Glasgow,100,False
1569,9,2025-07-30,2025-07-30 00:35:00,ML Model,0.91,127,447694043150,874.95,513.64,279.03,Escalated,,,External Partner,Glasgow,91,False
1570,3,2025-11-13,2025-11-13 19:51:00,ML Model,0.82,16518,447424558846,42605.11,0.0,42605.11,Confirmed,Law Enforcement,,Fraud Ops,Bristol,89,False
1571,10,2025-09-23,2025-09-23 17:51:00,Customer Report,,17473,447214694782,1890.26,0.0,1890.26,Confirmed,Customer Warned,,External Partner,Glasgow,97,False
1572,2,2025-06-11,2025-06-11 12:56:00,Rule Engine,,325,447450756034,148.39,0.0,148.39,Resolved,Write-off,2025-07-02,Revenue Assurance,Manchester,62,False
1573,1,2025-08-23,2025-08-23 01:01:00,Customer Report,,27521,447684506615,291.51,0.0,291.51,Confirmed,No Action,,Revenue Assurance,Glasgow,94,False
1574,3,2025-02-23,2025-02-23 18:35:00,Manual Review,,6225,447814817198,38623.54,0.0,38623.54,Detected,,,Fraud Ops,Liverpool,90,False
1575,10,2025-10-10,2025-10-10 23:06:00,Partner Alert,,18132,447473268072,512.07,0.0,512.07,Resolved,Customer Warned,2025-10-19,External Partner,Southampton,75,True
1576,11,2025-08-17,2025-08-17 21:25:00,ML Model,0.72,3337,447735841848,3962.68,2535.44,1648.72,False Positive,,,Security,Belfast,73,True
1577,12,2025-07-03,2025-07-03 14:34:00,ML Model,0.84,21790,447415883799,805.44,0.0,805.44,Detected,,,External Partner,Sheffield,96,True
1578,9,2026-01-05,2026-01-05 01:01:00,ML Model,0.95,3703,447777556202,1828.92,0.0,1828.92,Resolved,No Action,2026-01-21,Revenue Assurance,Bristol,83,False
1579,1,2025-04-29,2025-04-29 01:25:00,ML Model,0.85,15859,447394483082,1429.78,0.0,1429.78,Confirmed,Law Enforcement,,Security,Bristol,95,False
